list_id,trial,item_id,question,clip_A,clip_B,edited_is,original_clip,edited_clip,edit_text,shows_lyrics
0,38,6f368205f5,longer_section,88eaf0d18b.wav,bbd9103800.wav,B,88eaf0d18b.wav,bbd9103800.wav,the middle section should be 4 bars LONGER,False
0,39,be8efadbbc,higher_key,f272290b2e.wav,ac36c16b43.wav,A,ac36c16b43.wav,f272290b2e.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
0,40,48d85cfec7,higher_key,5420e0dc29.wav,91de2443d8.wav,B,5420e0dc29.wav,91de2443d8.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
0,41,a5ab1db8ee,higher_key,6e1c5da91e.wav,777d9aa84e.wav,B,6e1c5da91e.wav,777d9aa84e.wav,the song should be transposed UP by 5 semitones (a perfect fourth),False
0,42,74f70288c4,longer_section,69cdc33fab.wav,4b7f555629.wav,A,4b7f555629.wav,69cdc33fab.wav,the middle section should be 4 bars SHORTER,False
0,43,2741a5bc8d,higher_key,7a83884d2b.wav,3eebf3db78.wav,A,3eebf3db78.wav,7a83884d2b.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
0,44,341a825d25,matches_lyrics,66feabaa3e.wav,e43888ac96.wav,A,e43888ac96.wav,66feabaa3e.wav,the middle section should sing the NEW words shown on screen,True
0,45,da2fdb3f9d,matches_lyrics,0461adf0a5.wav,eefda88c13.wav,B,0461adf0a5.wav,eefda88c13.wav,the middle section should sing the NEW words shown on screen,True
0,46,e980b70b48,longer_section,4120f05c38.wav,79061e51c2.wav,B,4120f05c38.wav,79061e51c2.wav,the middle section should be 4 bars SHORTER,False
0,47,c2a23a34a2,matches_lyrics,ac6f64339f.wav,82b689bed0.wav,A,82b689bed0.wav,ac6f64339f.wav,the middle section should sing the NEW words shown on screen,True
0,48,a1a7a5b910,longer_section,1220fea6fd.wav,f2fad919d5.wav,A,f2fad919d5.wav,1220fea6fd.wav,the middle section should be 4 bars SHORTER,False
0,49,1cc7be7a3c,longer_section,7f65c29de0.wav,99cc65c739.wav,A,99cc65c739.wav,7f65c29de0.wav,the middle section should be 4 bars LONGER,False
0,50,4245dcdf09,higher_key,d209518553.wav,103ea49b44.wav,A,103ea49b44.wav,d209518553.wav,,False
0,51,9b95dd4482,higher_key,a8d02aa3bc.wav,c21441cca6.wav,B,a8d02aa3bc.wav,c21441cca6.wav,the song should be transposed UP by 5 semitones (a perfect fourth),False
0,52,455e790890,longer_section,a3ef1be4e3.wav,a7838a3869.wav,B,a3ef1be4e3.wav,a7838a3869.wav,the middle section should be 4 bars LONGER,False
0,53,0ed0914c9a,higher_key,e452164587.wav,8e462b16a3.wav,B,e452164587.wav,8e462b16a3.wav,the song should be transposed UP by 5 semitones (a perfect fourth),False
0,54,1747bcab76,higher_key,f079d4d957.wav,82af6d6418.wav,B,f079d4d957.wav,82af6d6418.wav,the song should be transposed UP by 5 semitones (a perfect fourth),False
0,55,342be3ce88,higher_key,1c10c988b1.wav,bea815b484.wav,B,1c10c988b1.wav,bea815b484.wav,,False
0,56,c5b415d40a,longer_section,612130a58f.wav,bcea40d882.wav,B,612130a58f.wav,bcea40d882.wav,,False
0,57,3ef0a39f0a,higher_key,d87790dbad.wav,b7392ead5a.wav,B,d87790dbad.wav,b7392ead5a.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
0,58,3a1c7c8895,longer_section,5f72a0340c.wav,69b88483ec.wav,B,5f72a0340c.wav,69b88483ec.wav,,False
0,59,f227283374,matches_lyrics,c4351edb73.wav,28524dd2cf.wav,A,28524dd2cf.wav,c4351edb73.wav,the middle section should sing the NEW words shown on screen,True
0,60,e136c9face,higher_key,244067831a.wav,d4ce127436.wav,B,244067831a.wav,d4ce127436.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
0,61,e026cd28a0,longer_section,33f6cf6afc.wav,9564322c6d.wav,A,9564322c6d.wav,33f6cf6afc.wav,,False
0,62,00b430fbc5,higher_key,d73bb10c33.wav,62462d4225.wav,A,62462d4225.wav,d73bb10c33.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
0,63,668117805e,higher_key,e2a9eee008.wav,6719a2cfd7.wav,B,e2a9eee008.wav,6719a2cfd7.wav,the song should be transposed UP by 5 semitones (a perfect fourth),False
0,64,5b423247fa,longer_section,02e1888e03.wav,450172d0bd.wav,B,02e1888e03.wav,450172d0bd.wav,the middle section should be 4 bars SHORTER,False
0,65,6cd3bf1669,longer_section,40aed9aa77.wav,c9e1df798d.wav,A,c9e1df798d.wav,40aed9aa77.wav,the middle section should be 4 bars SHORTER,False
0,66,0c87905e06,higher_key,89c6ecab81.wav,9d7fa79bc5.wav,A,9d7fa79bc5.wav,89c6ecab81.wav,the song should be transposed DOWN by 3 semitones (a minor third),False
